Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Ecuador,ECU,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71300000,112500000,70200000,62200000,9400000,18300000,18300000,4800000,13200000,,,,,,,,,,,,,,,,,,,,
"Egypt, Arab Rep.",EGY,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48363770000,61517870000,95826680000,74374270000,37215400000,15897550000,17093390000,12735110000,26440980000,14760100000,10080164454,14428816885,14477615046,11164640000,16081080000,,
Euro area,EMU,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,24990070000,24425930000,26086000000,43210000000,34658670000,38945300000,38948210000,32266350000,54816680000,53348920000,1.44397E+11,3.03151E+11,6.49097E+11,5.16157E+11,6.33451E+11,8.72974E+11,6.96107E+11,6.74428E+11,8.85234E+11,1.1198E+12,1.13278E+12,8.65104E+11,2.15986E+12,3.62848E+12,4.45748E+12,6.56458E+12,5.1449E+12,3.70027E+12,4.27248E+12,5.2713E+12,5.43436E+12,7.96235E+12,1.28361E+13,1.11471E+13,6.1108E+12,5.70354E+12,5.60563E+12,4.56526E+12,4.80009E+12,6.19461E+12,3.82266E+12,,,,,,,
Eritrea,ERI,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,1807000000,1962000000,,2148000000,1119220000,887760000,1536270000,1206910000,1189500000,2285720000,3731060000,15808470000,40861730000,26273780000,39543850000,45237610000,48194420000,38079680000,45389680000,69287400000,65931590000,1.03558E+11,1.9014E+11,3.76135E+11,1.02585E+12,1.58355E+12,1.49041E+12,4.53548E+11,6.1832E+11,8.60943E+11,9.81438E+11,1.4985E+12,2.2784E+12,1.72712E+12,1.27801E+12,1.37427E+12,1.12759E+12,8.64383E+11,9.14963E+11,9.91721E+11,9.78396E+11,6.46295E+11,7.3435E+11,6.23691E+11,5.00184E+11,4.89373E+11,,
Estonia,EST,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691000000,280400000,332100000,258300000,230600000,615200000,899200000,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,25153070000,24616930000,26509000000,43696000000,36783860000,40796260000,42674640000,36936370000,64832110000,61978540000,1.56702E+11,3.22131E+11,6.70831E+11,5.39819E+11,6.65484E+11,9.00533E+11,7.26761E+11,7.185E+11,9.48098E+11,1.24083E+12,1.26414E+12,1.04144E+12,2.3702E+12,3.90938E+12,4.74272E+12,7.06091E+12,5.52472E+12,3.93462E+12,4.54077E+12,5.70112E+12,5.52007E+12,8.0807E+12,1.30253E+13,1.12644E+13,6.22487E+12,5.82462E+12,5.71913E+12,4.65689E+12,4.89871E+12,6.27234E+12,,,,,,,,
Fragile and conflict affected situations,FCS,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,137600000,239160000,384000000,574030000,1976180000,6735730000,7099740000,7784920000,4138690000,1513030000,1958120000,7809610000,13296000000,19206500000,4532410000,34654130000,63595810000,1.05066E+11,2.1066E+11,1.79015E+11,1.43783E+11,1.42324E+11,1.88759E+11,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,5644990000,4013970000,3488000000,9519000000,9431940000,9418460000,7945300000,7161340000,7619230000,7006760000,17435720000,55352670000,89407880000,64377790000,1.10818E+11,1.22116E+11,1.23464E+11,1.16744E+11,1.60584E+11,2.05529E+11,2.11257E+11,2.69928E+11,3.93447E+11,6.03976E+11,7.23606E+11,1.0803E+12,9.80888E+11,1.03255E+12,1.10302E+12,1.32374E+12,1.27146E+12,2.01558E+12,2.89576E+12,2.40598E+12,1.28411E+12,1.35017E+12,1.32996E+12,1.07448E+12,1.10552E+12,1.16862E+12,1.32836E+12,,,,,,,
Faroe Islands,FRO,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,35400000000,24075000000,19361000000,19634000000,25571600000,35824600000,32839200000,32744600000,42575800000,48283100000,76355610000,1.13003E+11,4.27051E+11,2.94598E+11,3.175E+11,3.04246E+11,3.33762E+11,3.28433E+11,4.17198E+11,4.74107E+11,5.01733E+11,5.88675E+11,8.3689E+11,1.0447E+12,1.42379E+12,1.83338E+12,1.89394E+12,1.04757E+12,1.24571E+12,1.62128E+12,1.7299E+12,2.7633E+12,3.9477E+12,2.73556E+12,2.80747E+12,3.21316E+12,3.03497E+12,2.47037E+12,1.67505E+12,2.35702E+12,,,,,,,,
Georgia,GEO,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100000,69000000,18850000,16150000,41310000,57270000,19890000,6960000,12500000,10000000,43990000,72880000,51000000,51600000,145400000,286800000,51800000,101800000,254100000,51000000,192900000,,,,,,,32660000,,
Gibraltar,GIB,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,291000000,189000000,132000000,64000000,48000000,71000000,107000000,1202000000,832000000,1429000000,7977000000,4785000000,2755000000,5037000000,5008500000,5950100000,8234400000,21136600000,50019500000,1.83895E+11,91619800000,37130260000,20448960000,33877540000,39892350000,49161710000,86545360000,1.21524E+11,81801420000,59313130000,40642980000,22978960000,15077480000,24010790000,33050380000,17942840000,12224003417,15211933446,11885383999,15426070000,16482780000,,
Grenada,GRD,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,2.9657E+11,3.65679E+11,3.5905E+11,5.37566E+11,5.95506E+11,7.96035E+11,8.78659E+11,7.91111E+11,1.37346E+12,1.7319E+12,2.44477E+12,4.04763E+12,6.78884E+12,6.2428E+12,7.64928E+12,6.15188E+12,4.96384E+12,4.84636E+12,6.92051E+12,8.22009E+12,9.46478E+12,1.15572E+13,1.64949E+13,2.09314E+13,3.0194E+13,4.46281E+13,3.25913E+13,2.66172E+13,2.72691E+13,3.37571E+13,4.27942E+13,5.4156E+13,7.77024E+13,7.61618E+13,5.53507E+13,5.79381E+13,6.28218E+13,5.01359E+13,5.29326E+13,5.99508E+13,5.92244E+13,5.64111E+13,5.68501E+13,5.14111E+13,3.88936E+13,,,
"Hong Kong SAR, China",HKG,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,484000000,646000000,327870000,408440000,1073940000,777050000,,,,,,15316600000,45408110000,23422710000,34582330000,34583770000,38525460000,78452650000,1.32114E+11,1.25746E+11,95588900000,1.66244E+11,4.53035E+11,2.05946E+11,2.27669E+11,3.72996E+11,2.38191E+11,1.78938E+11,2.7285E+11,4.03728E+11,4.21195E+11,7.55545E+11,2.01582E+12,1.56821E+12,1.41327E+12,1.48759E+12,1.43695E+12,1.07673E+12,1.267E+12,1.45094E+12,2.06867E+12,1.3511E+12,1.95313E+12,2.26677E+12,1.82224E+12,3.06936E+12,,
Honduras,HND,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13200000,13200000,308000000,178720000,242360000,100040000,68810000,189230000,115900000,160170000,246530000,464980000,756920000,1876170000,4386100000,3215960000,1461890000,1049850000,926790000,542700000,553800000,490100000,423780000,317770000,432312165.7,247128709.8,328510000,,,
Haiti,HTI,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6642220000,8862590000,14269590000,22164080000,30986590000,47286400000,27563770000,27205900000,26466460000,15651910000,10963360000,10822660000,7113710000,7440530000,7812418044,10382730752,9889918212,8668020000,11302390000,,
IBRD only,IBD,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39484E+11,4.93528E+11,4.61642E+11,6.70995E+11,8.98322E+11,7.2423E+11,,1.78266E+12,1.0512E+12,8.59052E+11,1.18784E+12,1.65457E+12,1.82612E+12,3.55441E+12,1.07093E+13,7.73288E+12,1.12886E+13,1.22565E+13,1.01757E+13,8.22466E+12,1.08705E+13,1.5055E+13,4.19971E+13,2.13066E+13,2.09305E+13,1.69211E+13,2.23175E+13,3.79974E+13,,
IDA & IBRD total,IBT,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39972E+11,4.94687E+11,4.62179E+11,6.78106E+11,9.10722E+11,7.35352E+11,,1.81482E+12,1.06428E+12,8.59438E+11,1.18884E+12,1.79776E+12,1.96941E+12,3.68562E+12,1.08297E+13,7.79569E+12,1.13148E+13,1.22843E+13,1.01976E+13,8.2451E+12,1.08824E+13,1.50806E+13,4.20178E+13,2.13255E+13,2.09616E+13,1.69409E+13,2.23349E+13,3.80173E+13,,
IDA total,IDA,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6180520000,11472270000,9753700000,21186460000,,12661880000,,,1.42261E+11,1.41911E+11,1.29817E+11,1.18373E+11,59805780000,22312560000,17579030000,14499640000,17076900000,8595500000,6752020000,,,,,,,,
Indonesia,IDN,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9088400000,11787500000,14374600000,32438700000,21994720000,12930830000,21161630000,12901770000,9638140000,12387720000,12760430000,21878750000,27858890000,40323050000,94914290000,75849340000,86073390000,1.04452E+11,1.05475E+11,91929370000,98857720000,90721490000,75045300000,90406630407,92513090235,1.04652E+11,1.17889E+11,1.31145E+11,,
IDA only,IDX,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12843E+11,2.48143E+11,1.96913E+11,2.82784E+11,3.77037E+11,4.73719E+11,6.3701E+11,1.09041E+12,1.03726E+12,1.05073E+12,1.06089E+12,7.40661E+11,6.37439E+11,5.70994E+11,7.61435E+11,8.02189E+11,8.08345E+11,1.20481E+12,1.29571E+12,1.28559E+12,1.94532E+12,,
Not classified,INX,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13327400000,11794400000,16003420000,43099750000,45080690000,14714110000,22484200000,3139580000,6103660000,5977030000,7806200000,12079770000,24661110000,17562380000,9880900000,8869570000,8171340000,9374110000,14901120000,16573830000,20929460000,22345510630,28924231097,32083358132,,,,
"Iran, Islamic Rep.",IRN,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,153000000,300000000,202000000,449000000,,,,,,,,,,,,,530700000,595850000,211960000,432500000,554560000,1865100000,962190000,871610000,1775020000,4460570000,1567300000,1741100000,3912990000,11257690000,7197880000,4713980000,8146940000,14618110000,16988400000,16987110000,14409330000,15061390000,44305850000,23365970000,8444810000,18689210535,11741666197,26215069786,65963990000,4.6246E+11,,
Iraq,IRQ,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13200000,19500000,43800000,84900000,180900000,517600000,1571800000,2205400000,1282000000,3963600000,7808700000,11735200000,,,,,,,,,,,,,,,,,,
Israel,ISR,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,621360000,1657730000,3076120000,4802450000,5374800000,622650000,718900000,2095900000,4828200000,2322300000,3740500000,5257320000,8386040000,13095820000,28782030000,25054020000,8789260000,8100000000,13896080000,13820100000,20933460000,28704830000,14989800000,11370200000,17805460000,30280790000,42441080000,63163660000,99551830000,95990440000,79544090000,1.08232E+11,76610440000,50802180000,55578800000,47300530000,56371100000,51823858462,69037746840,62440266667,68468730000,1.04643E+11,,
Italy,ITA,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,1637000000,1256000000,866000000,1968000000,3460700000,8573800000,10850100000,2787300000,3871700000,4045400000,13714280000,38351200000,32379400000,31604400000,42033300000,42170000000,23433200000,27632100000,65943300000,1.19347E+11,87085100000,1.02545E+11,2.03132E+11,4.85935E+11,5.35981E+11,9.89554E+11,5.99669E+11,5.7646E+11,7.32471E+11,9.00204E+11,1.05477E+12,1.20895E+12,2.21356E+12,1.38443E+12,9.26817E+11,6.65858E+11,8.46602E+11,7.82606E+11,7.69991E+11,2.05566E+12,,,,,,,,
Jamaica,JAM,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293300000,161400000,97690000,136160000,132210000,55710000,53850000,76300000,124000000,153200000,,,,,,,,,256040000,716400000,71000000,125200000,612930000,407580000,342180000,562590000,784870000,45170000,,
Jordan,JOR,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1325900000,703200000,591000000,350200000,500900000,652200000,548500000,471400000,943400000,1339200000,2616600000,5350200000,23815600000,19557200000,17427100000,27192780000,12905330000,8597360000,3897390000,2729780000,3427410000,3092270000,3554980000,2584523810,2334520770,2363596615,1684920000,1473000000,,
Japan,JPN,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,60212610000,92171480000,1.02827E+11,1.94034E+11,1.66261E+11,1.80196E+11,2.56454E+11,1.75098E+11,2.72157E+11,3.20277E+11,4.551E+11,1.156E+12,2.01425E+12,2.54291E+12,2.60924E+12,1.54057E+12,1.03089E+12,6.06282E+11,9.09673E+11,1.06951E+12,1.14439E+12,1.18921E+12,1.04233E+12,1.04548E+12,2.02869E+12,2.48102E+12,1.70195E+12,1.73259E+12,2.32786E+12,3.45769E+12,4.33768E+12,5.49855E+12,6.58583E+12,6.20871E+12,3.86814E+12,4.2703E+12,4.31028E+12,3.34641E+12,6.08317E+12,4.84471E+12,5.57153E+12,5.23024E+12,5.77843E+12,6.30409E+12,5.0976E+12,6.33722E+12,,
Kazakhstan,KAZ,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000000,438450000,1016410000,1040850000,2438560000,9005240000,3740720000,4265280000,526360000,545740000,1123000000,700900000,861600000,2656490000,741676553.6,785262029.1,1271300312,345400000,391260000,,
Kenya,KEN,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100000,68600000,59850000,71180000,97490000,74200000,48500000,37800000,39300000,37380000,200000000,283840000,504120000,1364270000,1127770000,742200000,198340000,793530000,917250000,1008100000,1804700000,1010900000,683050000,815820000,,,472010000,484040000,,
Kyrgyz Republic,KGZ,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,2700000000,1866300000,3617700000,2635550000,2203140000,3768630000,4067180000,11142330000,25866350000,84959278000,1.19481E+11,74616040000,82543250000,1.15175E+11,2.10539E+11,2.86829E+11,1.84227E+11,1.77506E+11,1.70826E+11,1.6037E+11,7.64684E+11,4.95366E+11,3.74014E+11,5.80979E+11,4.57214E+11,5.25823E+11,1.19972E+12,1.33927E+12,1.91789E+12,1.18722E+12,1.68546E+12,1.62975E+12,1.93441E+12,1.58467E+12,1.32985E+12,1.2837E+12,1.84373E+12,1.60085E+12,2.01193E+12,2.45574E+12,1.92783E+12,5.19069E+12,,
Kuwait,KWT,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2588200000,1925700000,6173400000,17790000000,32985910000,9270560000,,,1165490000,2230000000,5610000000,48454400000,92368280000,57196160000,,,,,21400000000,21764200000,40330800000,,26892110000,,,,3692900000,13167270000,,
Latin America & Caribbean (excluding high income),LAC,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,10067320000,11038950000,7074400000,4682350000,9556230000,20139740000,33208230000,20495670000,18139800000,18197120000,25289280000,48322790000,83784230000,1.50308E+11,2.57733E+11,1.5033E+11,1.96915E+11,3.13789E+11,2.3289E+11,2.09772E+11,1.51361E+11,1.2589E+11,68146500000,98380460000,1.6564E+11,2.41951E+11,3.84517E+11,7.93584E+11,6.7983E+11,8.09774E+11,1.04853E+12,9.58575E+11,9.91019E+11,9.29327E+11,7.9642E+11,5.40034E+11,6.94644E+11,7.78768E+11,8.84111E+11,1.14273E+12,1.47067E+12,,
Lao PDR,LAO,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67090000,639730000,328350000,86200000,116360000,52600000,117660000,124010000,188230000,902100000,2010570000,967400000,1711280000,1040920000,1877260000,511490000,408000000,156900000,624400000,505220000,902710000,609983808.2,377171476,195970000,232340000,,
Liberia,LBR,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20076120000,26866280000,50091630000,85705390000,1.54609E+11,2.64065E+11,1.61758E+11,1.9929E+11,3.24919E+11,2.38881E+11,2.17306E+11,1.59677E+11,1.3133E+11,70956000000,1.05996E+11,1.78902E+11,2.62558E+11,4.12584E+11,8.39115E+11,7.08995E+11,8.46842E+11,1.10656E+12,1.01029E+12,1.03825E+12,9.70751E+11,8.23808E+11,5.59709E+11,7.18617E+11,8.1686E+11,9.27686E+11,1.17985E+12,1.51061E+12,,
Least developed countries: UN classification,LDC,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377500000,695100000,85300000,58900000,309200000,281600000,208460000,133600000,130520000,315460000,720220000,558120000,1079860000,978630000,966270000,968470000,1245300000,4994900000,4795920000,1674450000,1532630000,2598450000,1793280000,1203803239,2400646946,1097423097,942180000,1712700000,,
Lower middle income,LMC,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.60574E+11,2.68549E+11,,,5.44188E+11,6.62172E+11,8.61876E+11,1.34624E+12,1.27571E+12,1.23747E+12,1.2172E+12,8.425E+11,7.34223E+11,7.06125E+11,9.16643E+11,9.15285E+11,9.25571E+11,1.34738E+12,1.4449E+12,1.44683E+12,2.53859E+12,,
Low & middle income,LMY,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33688E+11,4.83141E+11,4.47678E+11,6.70016E+11,8.91709E+11,7.20269E+11,,1.78598E+12,1.04851E+12,8.53115E+11,1.17304E+12,1.76554E+12,1.92133E+12,3.6013E+12,1.06874E+13,7.71125E+12,1.12184E+13,1.21545E+13,1.00694E+13,8.13535E+12,1.07666E+13,1.49936E+13,4.19436E+13,2.12543E+13,2.08532E+13,1.68403E+13,2.22453E+13,3.78911E+13,,
Lesotho,LSO,"Stocks traded, total value (current US$)",CM.MKT.TRAD.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
