Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Euro area,EMU,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,1.785096142,1.674682974,1.705216201,2.11606706,1.401199751,1.379829034,1.595074513,1.334096338,2.320553456,2.353926212,6.206708444,9.282164532,16.06282038,11.6247992,13.97890257,15.31299821,11.75822904,10.3420579,14.54805192,17.43249284,15.1045314,11.40153791,31.15243661,50.83348483,62.73515439,101.2431652,78.14151037,51.49510177,48.20960588,51.88089915,52.95906477,73.06131341,102.4466314,80.98396376,48.49237056,46.326354,42.24872292,37.15884035,37.43402832,47.18234966,47.80078531,,,,,,,
Eritrea,ERI,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,1.574356596,1.655595822,,1.337487036,0.521532991,0.38139456,0.757500109,0.615780605,0.695812665,1.328112346,2.063713987,6.290148961,12.8194493,6.984727607,9.534219934,8.431066194,8.350180958,6.03561788,8.644407945,13.05923099,10.72740357,16.11580205,32.22288652,60.74385641,161.5750878,264.6474916,237.3908909,63.99204899,68.13505407,80.53307137,85.06759556,118.8912389,154.5720361,105.8372913,85.68760516,96.63620815,76.15211031,65.24874565,67.49611039,72.29236206,81.79498623,52.39288214,55.91872159,43.86929338,35.87296892,38.28823621,,
Estonia,EST,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17818455,4.870666549,5.840065817,4.129727787,3.129760514,6.23049609,7.403314092,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,1.651235003,1.545824953,1.583544119,1.980060676,1.379091918,1.343886464,1.62054894,1.424252912,2.564679462,2.545647243,6.259956614,9.191846447,15.48042477,11.33436206,13.68790604,14.76051023,11.32181342,10.18745687,14.38936934,17.78404462,15.42358006,12.50082191,30.91243537,49.42399843,60.29520447,97.82844726,75.39579928,48.76058918,45.71794596,49.92707804,50.22221096,68.94330307,96.00524264,74.94285424,45.5433299,43.44076983,39.50460107,34.72840444,35.01315313,43.93126968,,,,,,,,
Fragile and conflict affected situations,FCS,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,0.260617994,0.469184721,0.726051627,1.027330882,2.687526627,7.353838368,6.509999726,6.541286938,2.92614424,1.184146772,1.740048133,8.753782992,12.87125588,14.31293428,3.430287086,27.30560425,47.44585058,77.67446255,167.1645717,138.2003672,102.406526,82.91387806,95.5842675,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,1.564436383,1.078099583,0.85015218,1.878591918,1.536263852,1.343022319,1.290759738,1.224416592,1.360894701,1.320326768,3.152144119,7.174953505,9.570802276,6.318690369,10.8093059,9.621633406,9.727105801,8.330101223,12.13954526,14.74400454,13.19455574,16.81088673,27.08038367,40.18179352,48.46167149,79.10588796,71.19973538,68.77172021,59.79914149,62.45114681,57.87377406,86.85825593,108.8390528,82.10672306,47.54398816,51.04268015,46.41827161,40.03757774,39.31597997,40.91850738,54.45926102,,,,,,,
Faroe Islands,FRO,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,14.64282446,10.34973928,7.359737229,5.845487346,5.825044512,6.34122403,6.072722716,6.357570889,8.695717741,10.46250269,15.60554367,18.78837834,57.30978652,32.36899042,34.25447415,27.83156874,29.20571965,27.84131283,39.30680167,41.57046319,37.32467447,41.4663413,53.61548015,63.17346505,84.35596488,110.0777687,114.7961567,58.6636826,60.63533638,66.95264368,68.02123051,102.0252974,127.7361976,93.38267064,116.3554149,129.2771474,113.9334542,91.25571183,60.14869358,76.90836482,,,,,,,,
Georgia,GEO,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,GHA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.068689109,1.266895677,0.29159783,0.232944169,0.599439027,0.765429973,0.257705579,0.139679081,0.235189069,0.162174491,0.576334249,0.820589694,0.474658434,0.247066828,0.585644717,1.000021505,0.19885814,0.316172088,0.645962183,0.123571354,0.307045187,,,,,,,0.046628436,,
Gibraltar,GIB,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0.512056518,0.361055611,0.241678613,0.129478977,0.0999583,0.148470799,0.18978498,1.830844851,1.090986176,1.804998446,8.148851787,4.550934845,2.370408909,4.62921014,4.295388163,4.346998124,5.645351004,14.76456715,34.63278607,128.9684764,70.22947686,27.2397124,13.23007496,16.7403847,16.55534539,19.83323299,31.63823617,38.10681146,22.98382209,17.90268887,13.67874975,8.119890284,6.229609207,10.05023739,14.03662705,9.169315514,6.32882253,7.611888544,5.605005886,7.515645555,8.745092585,,
Grenada,GRD,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,6.211876702,6.977448379,6.341271965,7.86911953,7.207898742,9.483319414,10.35341495,9.42161811,15.55027725,18.81954404,25.17502789,33.96947261,49.09501142,40.05362135,46.93299956,33.62910788,25.50391298,23.1405038,32.39045251,35.87315919,36.98170195,44.81595729,65.11676215,82.16504025,112.9845064,163.9926721,120.0170918,93.92775371,85.79838212,95.35833326,117.3693224,139.8311186,184.0775367,169.5992437,131.2253349,131.0982426,131.91179,104.7512223,110.343928,121.6795178,147.1462527,145.3730275,139.8398605,119.2248345,89.16303692,,,
"Hong Kong SAR, China",HKG,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,4.816836048,5.016943442,2.085762158,2.230068021,4.767518434,2.69230763,,,,,,37.28898845,89.69875974,39.22915453,50.27216138,44.95556529,43.30649832,75.23809658,109.7710643,92.58821901,66.08184112,104.0857693,255.442013,121.9440856,137.3418687,217.2764427,140.6052096,107.5677125,169.0671346,238.751308,231.9745534,390.3911546,952.6693992,715.1686181,660.25939,650.6308046,578.2194648,409.9806647,459.5643704,497.8166061,668.6382394,421.0857883,572.307203,626.64486,501.8915688,889.815804,,
Honduras,HND,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.352164297,0.740117004,1.002622178,0.386475307,0.289480595,0.85513308,0.502529477,0.598603983,0.69928001,1.110923535,1.681098071,3.782478176,7.394068026,4.693520849,2.354630361,1.784869395,1.477279686,0.946219644,0.930896074,0.825885534,0.833271829,0.605126491,0.771136725,0.401957459,0.534420723,,,
Haiti,HTI,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.82447299,10.39172594,13.70483825,19.57764617,26.77822611,33.73101327,17.40954556,20.75688907,20.02374876,11.02695525,8.510981902,7.976353011,5.043973727,5.944141814,6.074511166,7.254958724,6.159423665,5.284718737,7.188576523,,
IBRD only,IBD,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.26560164,15.19818023,12.26561405,16.08960432,20.16795541,16.26467554,,35.01160256,19.31428,15.47267612,19.32525714,22.629027,21.01256429,34.19468278,82.82107427,49.95345515,74.51086879,65.62954352,45.67517441,35.18453456,43.73516844,58.70624223,173.2426998,87.05627749,77.41687227,58.89797682,75.55942022,134.0082019,,
IDA & IBRD total,IBT,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85491569,14.5653889,11.60663397,15.03268253,18.91951368,15.16094767,,34.16404234,18.54511444,15.3111467,19.12028397,23.27471316,21.47189299,33.54168747,79.62924415,47.93067865,71.20220582,62.80313301,43.7962852,33.71795582,41.80995421,56.09083581,167.0510541,84.19743728,75.33991647,57.29649781,72.93806913,128.6764034,,
IDA total,IDA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.292057601,4.026359907,3.239311334,14.93340264,,6.779379327,,,49.39570219,41.19545591,29.87694743,23.49116279,10.14954243,4.160359302,2.820060699,2.042467851,2.216412848,1.022730968,0.720545297,,,,,,,,
Indonesia,IDN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.751907978,6.663665066,7.11149049,14.26694188,10.19458729,13.54786084,15.11530411,7.818258922,6.007057244,6.331228307,5.435232817,8.518539238,9.745347383,11.06042542,21.95988302,14.86575523,15.95192119,13.83300466,11.81177148,10.01551186,10.83343618,10.18410275,8.717538597,9.701558799,9.1090373,10.0407973,10.53427161,12.38318685,,
IDA only,IDX,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.4895006,51.11711845,38.24012635,46.53351539,53.16761313,57.74374901,67.74824961,89.61789016,86.51763446,78.30256759,63.31337619,40.62754034,34.8777811,30.7527913,37.34122778,38.13432618,35.22512504,45.43918146,47.93729005,45.33755213,72.81481075,,
Not classified,INX,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2760111,15.56178604,19.31458759,47.78274042,45.58487777,14.68362526,20.56230899,2.441428301,3.706583721,3.075044997,3.684307585,5.20274696,9.131063313,6.37594526,4.178975549,3.99685804,3.416531412,4.164073994,6.258017341,6.382358974,7.158693874,7.484447227,8.576703756,8.296847484,,,,
"Iran, Islamic Rep.",IRN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,0.295502439,0.440818014,0.250619966,0.575682972,,,,,,,,,,,,,,,0.332519536,0.602020049,0.575155002,1.549035792,0.844625233,0.790383022,1.559107742,4.070171083,1.235273831,1.353604699,2.548436182,5.923745833,3.178543623,1.770183727,2.328484826,3.545192243,4.079856231,3.489491415,2.301320553,2.338596198,8.991080934,5.075335228,2.068726792,4.081018062,2.412852197,7.951383419,23.25545529,192.9044074,,
Iraq,IRQ,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.212267057,0.305190094,0.614854772,1.1432677,2.389799424,6.086767173,17.49935061,24.4347772,15.56798846,42.53522175,68.321572,84.88204847,,,,,,,,,,,,,,,,,,
Israel,ISR,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.379266256,7.073873723,11.69119362,11.51131165,17.31140547,21.10094252,11.13358968,9.091750656,13.56090739,21.63328492,28.8549952,39.80807847,54.08893367,43.52694706,37.52610022,45.40621406,28.71543442,19.36927176,18.66734334,15.04804526,18.5789214,16.0892299,19.27107551,16.57596794,17.01211087,25.32083146,,
Italy,ITA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,0.718941514,0.558924533,0.336184936,0.62464625,0.879070553,1.79647528,2.519161405,0.652346933,0.873889323,0.923844196,3.03267349,5.988759728,4.018725632,3.544648105,4.526224851,3.570029738,1.880341919,2.093084594,6.192102911,10.85749528,7.413630029,7.813374526,16.35684323,38.26100024,42.79471671,86.29750935,51.34047714,45.1499016,46.42880208,49.83021028,56.76261849,62.01170648,100.020763,57.47712975,42.12941884,31.17169065,36.88906771,37.49985044,35.94856615,95.08102946,,,,,,,,
Jamaica,JAM,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.391469117,2.96007804,1.485210086,1.84152002,1.573920754,0.633990665,0.605937308,0.847300985,1.348598918,1.576292317,,,,,,,,,1.772557977,4.838223896,0.497749431,0.900770119,4.319773932,2.895341335,2.310624233,3.576361382,4.957877412,0.327024476,,
Jordan,JOR,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.64975648,11.27592408,8.784711647,5.055212151,6.912932864,8.242892795,6.730119585,5.571583843,10.51046659,13.9754607,25.66394234,46.88343448,189.1778749,129.887918,101.8506994,120.0102425,52.59350879,31.68505208,13.20068524,8.62910644,9.947658374,8.392042759,9.212891264,6.478712784,5.610691001,5.449734168,3.786097414,3.370679833,,
Japan,JPN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,11.29986252,15.39054225,13.9507915,18.73617505,15.42440909,15.95537725,20.59508115,15.11114189,21.41517533,23.79784287,31.89160885,54.52595428,78.04905128,81.35438179,83.91323463,48.35582216,28.2585668,15.23052164,20.0503512,21.39531577,20.63619082,24.15432922,23.2017568,25.50969458,43.75972926,49.93649155,38.90417218,41.42131532,51.50623828,70.66428971,89.77976292,119.4903884,143.8032379,121.5801538,73.12883113,74.14904799,69.15098025,53.35170496,116.7072678,98.93232479,125.3456507,104.527886,117.1896145,125.0591989,99.60146898,125.5195743,,
Kazakhstan,KAZ,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121770057,1.421983417,2.355437325,1.82209926,3.010424269,8.588695561,2.803262724,3.699010121,0.355534906,0.283315172,0.539907561,0.296195058,0.389132449,1.440703391,0.540272166,0.470764255,0.708877256,0.190127898,0.228696861,,
Kenya,KEN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.210369417,0.959689063,0.661594972,0.590908147,0.743303992,0.526465206,0.376085303,0.297512463,0.302633432,0.284307484,1.341875025,1.763492112,2.690376834,5.282644483,3.528891396,2.067688619,0.468366069,1.747647287,1.957030746,1.787515788,2.926314009,1.480395707,0.974109593,1.090447675,,,0.470230478,0.480878198,,
Kyrgyz Republic,KGZ,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,4.033047037,2.853740519,4.960269783,3.363454915,2.510398941,3.864835649,4.015136717,9.536706591,17.4833225,42.56662649,48.38697307,26.33205149,24.96415794,32.39585441,53.61789032,61.86737181,32.51557129,29.09141011,29.98234208,41.83588367,153.7009466,85.97425393,68.29355633,92.62369232,65.06390275,66.29344691,128.3256033,127.1601137,163.5564379,113.3560641,178.5553139,142.5018,154.3462458,123.991913,97.0246385,86.47419952,125.7627635,106.7461414,123.9582364,142.3309303,116.7374336,315.6755217,,
Kuwait,KWT,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.81056634,7.749768608,22.70719239,56.48986764,108.6843583,35.73336854,,,3.340512189,5.847525626,11.71811792,81.51941679,114.3191164,56.31908558,,,,,13.88890336,12.50471158,23.15627649,,23.46901828,,,,2.711543061,12.42795491,,
Latin America & Caribbean (excluding high income),LAC,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,1.496632797,1.556034249,0.405285754,0.385578452,0.638660499,1.117559539,1.559114031,3.641932413,3.462182926,2.384418175,2.771725006,5.034486784,8.049043539,11.37374299,16.9280306,9.366454855,11.18058072,16.31374785,12.04299868,12.32138757,8.134801348,6.927953365,4.216013322,6.065310798,8.925132117,10.75508565,14.60042715,25.41677501,18.81714564,24.33618174,24.90819222,19.40725533,20.25920144,18.58369771,15.94493493,12.96854937,17.30982893,17.32109808,20.40413635,26.83814483,41.65141578,,
Lao PDR,LAO,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.490057962,4.061296227,1.903789599,0.495657067,0.674145657,0.298021197,0.614340711,0.617489926,0.889562997,4.196333811,9.129530442,3.896508506,5.876867098,2.940486621,4.883114502,1.281058898,0.926918823,0.334683564,1.298258083,1.011870018,1.764921795,1.150312064,0.686996429,0.379742966,0.732653445,,
Liberia,LBR,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.531332293,2.841368871,5.020802926,7.88551505,10.72403262,15.84135024,9.05239035,10.25626349,15.41206122,11.12665219,11.34686702,7.677983028,6.450365624,3.958438692,6.190633103,9.081451598,10.99345766,14.68382561,25.27045345,18.54812925,23.98561674,24.78427324,19.30172134,19.93537556,18.21827666,15.51718015,12.68795882,16.85965374,17.11698174,20.01744175,25.55200288,39.20995824,,
Least developed countries: UN classification,LDC,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.651336663,5.932100006,0.654658326,0.423809964,2.048779249,1.782845737,1.331474416,0.81808536,0.828711367,1.907654703,3.814367901,2.701121836,4.424605611,3.460526301,2.986902221,2.378725092,2.960332254,8.518463535,7.078505592,2.376885949,1.990413626,3.148547321,2.106248388,1.367767326,2.543698501,1.161369603,1.05845108,2.028291715,,
Lower middle income,LMC,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.84917568,25.34582987,,,36.08588059,38.01619081,40.06077852,50.70878481,42.62650741,39.51939148,30.61760055,18.74402015,16.30680226,14.8820096,18.46129807,19.95068198,19.24122254,26.37688378,28.07664605,25.82200952,47.09309519,,
Low & middle income,LMY,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.43668152,15.37116876,12.30813734,16.15652893,20.20960665,16.37812288,,36.681862,19.88558138,16.50552033,20.15321296,24.37694754,22.36995295,34.94615635,83.8282004,50.56448943,74.66816738,65.28137434,45.29729773,34.72763472,43.14614528,58.1349056,173.189561,87.15704277,77.89230285,59.30938144,75.71064048,133.427784,,
Lesotho,LSO,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,"Stocks traded, total value (% of GDP)",CM.MKT.TRAD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.68851711,14.86785416,13.45245094,18.97701159,25.90864495,20.6542206,,35.40709634,20.71971091,15.28221899,19.03846636,22.02216781,18.27556945,34.40745682,100.2867119,55.22662378,88.8076067,78.81186046,53.81883456,39.89012897,51.98484039,71.29388596,226.1163622,109.9560776,94.53408801,67.81005351,91.80292436,159.873074,,
